Unreal animation ID,Body Type,Motion Label,File Path
female_25_nl_2229_0002,female_25_nl_2229,lie,C:/bedlam/animations/gendered_ground_truth/female_25_nl_2229/moving_body_para/0002/motion_seq.npz
female_25_nl_2229_0003,female_25_nl_2229,sudden movement,C:/bedlam/animations/gendered_ground_truth/female_25_nl_2229/moving_body_para/0003/motion_seq.npz
female_25_nl_2229_0004,female_25_nl_2229,take/pick something up,C:/bedlam/animations/gendered_ground_truth/female_25_nl_2229/moving_body_para/0004/motion_seq.npz
female_25_nl_2229_0005,female_25_nl_2229,crawl,C:/bedlam/animations/gendered_ground_truth/female_25_nl_2229/moving_body_para/0005/motion_seq.npz
female_25_nl_2229_0006,female_25_nl_2229,dance,C:/bedlam/animations/gendered_ground_truth/female_25_nl_2229/moving_body_para/0006/motion_seq.npz
female_25_nl_2229_0007,female_25_nl_2229,yoga,C:/bedlam/animations/gendered_ground_truth/female_25_nl_2229/moving_body_para/0007/motion_seq.npz
female_25_nl_2229_0008,female_25_nl_2229,squat,C:/bedlam/animations/gendered_ground_truth/female_25_nl_2229/moving_body_para/0008/motion_seq.npz
female_25_nl_2229_0009,female_25_nl_2229,spread,C:/bedlam/animations/gendered_ground_truth/female_25_nl_2229/moving_body_para/0009/motion_seq.npz
female_25_nl_2229_0010,female_25_nl_2229,kneel,C:/bedlam/animations/gendered_ground_truth/female_25_nl_2229/moving_body_para/0010/motion_seq.npz
female_25_nl_2229_0011,female_25_nl_2229,animal behavior,C:/bedlam/animations/gendered_ground_truth/female_25_nl_2229/moving_body_para/0011/motion_seq.npz
female_25_nl_2229_0012,female_25_nl_2229,drunken behavior,C:/bedlam/animations/gendered_ground_truth/female_25_nl_2229/moving_body_para/0012/motion_seq.npz
female_25_nl_2229_0013,female_25_nl_2229,touching body parts,C:/bedlam/animations/gendered_ground_truth/female_25_nl_2229/moving_body_para/0013/motion_seq.npz
female_25_nl_2229_0014,female_25_nl_2229,spread,C:/bedlam/animations/gendered_ground_truth/female_25_nl_2229/moving_body_para/0014/motion_seq.npz
female_25_nl_2229_0015,female_25_nl_2229,limp,C:/bedlam/animations/gendered_ground_truth/female_25_nl_2229/moving_body_para/0015/motion_seq.npz
female_25_nl_2229_0016,female_25_nl_2229,search,C:/bedlam/animations/gendered_ground_truth/female_25_nl_2229/moving_body_para/0016/motion_seq.npz
female_25_nl_2229_0017,female_25_nl_2229,clean something,C:/bedlam/animations/gendered_ground_truth/female_25_nl_2229/moving_body_para/0017/motion_seq.npz
female_25_nl_2229_0018,female_25_nl_2229,move misc. body part,C:/bedlam/animations/gendered_ground_truth/female_25_nl_2229/moving_body_para/0018/motion_seq.npz
female_25_nl_2229_0019,female_25_nl_2229,yoga,C:/bedlam/animations/gendered_ground_truth/female_25_nl_2229/moving_body_para/0019/motion_seq.npz
female_25_nl_2229_0020,female_25_nl_2229,run,C:/bedlam/animations/gendered_ground_truth/female_25_nl_2229/moving_body_para/0020/motion_seq.npz
female_25_nl_2229_0021,female_25_nl_2229,play instrument,C:/bedlam/animations/gendered_ground_truth/female_25_nl_2229/moving_body_para/0021/motion_seq.npz
female_25_nl_2229_0022,female_25_nl_2229,touching body parts,C:/bedlam/animations/gendered_ground_truth/female_25_nl_2229/moving_body_para/0022/motion_seq.npz
female_25_nl_2229_0023,female_25_nl_2229,take/pick something up,C:/bedlam/animations/gendered_ground_truth/female_25_nl_2229/moving_body_para/0023/motion_seq.npz
female_25_nl_2229_0024,female_25_nl_2229,gesture,C:/bedlam/animations/gendered_ground_truth/female_25_nl_2229/moving_body_para/0024/motion_seq.npz
female_25_nl_5445_0000,female_25_nl_5445,walk,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0000/motion_seq.npz
female_25_nl_5445_0001,female_25_nl_5445,cartwheel,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0001/motion_seq.npz
female_25_nl_5445_0002,female_25_nl_5445,jump,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0002/motion_seq.npz
female_25_nl_5445_0003,female_25_nl_5445,run,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0003/motion_seq.npz
female_25_nl_5445_0004,female_25_nl_5445,rolls on ground,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0004/motion_seq.npz
female_25_nl_5445_0005,female_25_nl_5445,stretch,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0005/motion_seq.npz
female_25_nl_5445_0006,female_25_nl_5445,give something,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0006/motion_seq.npz
female_25_nl_5445_0007,female_25_nl_5445,come,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0007/motion_seq.npz
female_25_nl_5445_0008,female_25_nl_5445,evade,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0008/motion_seq.npz
female_25_nl_5445_0009,female_25_nl_5445,face direction,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0009/motion_seq.npz
female_25_nl_5445_0010,female_25_nl_5445,knock,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0010/motion_seq.npz
female_25_nl_5445_0011,female_25_nl_5445,turn,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0011/motion_seq.npz
female_25_nl_5445_0012,female_25_nl_5445,jump,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0012/motion_seq.npz
female_25_nl_5445_0013,female_25_nl_5445,walk,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0013/motion_seq.npz
female_25_nl_5445_0014,female_25_nl_5445,squat,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0014/motion_seq.npz
female_25_nl_5445_0015,female_25_nl_5445,wake,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0015/motion_seq.npz
female_25_nl_5445_0016,female_25_nl_5445,raise body part,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0016/motion_seq.npz
female_25_nl_5445_0017,female_25_nl_5445,touch object,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0017/motion_seq.npz
female_25_nl_5445_0018,female_25_nl_5445,foot movement,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0018/motion_seq.npz
female_25_nl_5445_0019,female_25_nl_5445,tiptoe,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0019/motion_seq.npz
female_25_nl_5445_0020,female_25_nl_5445,crawl,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0020/motion_seq.npz
female_25_nl_5445_0021,female_25_nl_5445,handstand,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0021/motion_seq.npz
female_25_nl_5445_0022,female_25_nl_5445,poses,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0022/motion_seq.npz
female_25_nl_5445_0023,female_25_nl_5445,dance,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0023/motion_seq.npz
female_25_nl_5445_0024,female_25_nl_5445,jump,C:/bedlam/animations/gendered_ground_truth/female_25_nl_5445/moving_body_para/0024/motion_seq.npz
female_25_us_0231_0000,female_25_us_0231,perform,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0000/motion_seq.npz
female_25_us_0231_0001,female_25_us_0231,make,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0001/motion_seq.npz
female_25_us_0231_0002,female_25_us_0231,knock,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0002/motion_seq.npz
female_25_us_0231_0003,female_25_us_0231,run,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0003/motion_seq.npz
female_25_us_0231_0004,female_25_us_0231,golf,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0004/motion_seq.npz
female_25_us_0231_0005,female_25_us_0231,shake,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0005/motion_seq.npz
female_25_us_0231_0006,female_25_us_0231,turn,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0006/motion_seq.npz
female_25_us_0231_0007,female_25_us_0231,clean something,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0007/motion_seq.npz
female_25_us_0231_0008,female_25_us_0231,taunt,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0008/motion_seq.npz
female_25_us_0231_0009,female_25_us_0231,stretch,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0009/motion_seq.npz
female_25_us_0231_0010,female_25_us_0231,twist,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0010/motion_seq.npz
female_25_us_0231_0011,female_25_us_0231,perform,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0011/motion_seq.npz
female_25_us_0231_0012,female_25_us_0231,bump,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0012/motion_seq.npz
female_25_us_0231_0013,female_25_us_0231,waist movements,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0013/motion_seq.npz
female_25_us_0231_0014,female_25_us_0231,rub,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0014/motion_seq.npz
female_25_us_0231_0015,female_25_us_0231,interact with rope,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0015/motion_seq.npz
female_25_us_0231_0016,female_25_us_0231,wobble,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0016/motion_seq.npz
female_25_us_0231_0017,female_25_us_0231,cartwheel,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0017/motion_seq.npz
female_25_us_0231_0018,female_25_us_0231,shuffle,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0018/motion_seq.npz
female_25_us_0231_0019,female_25_us_0231,drunken behavior,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0019/motion_seq.npz
female_25_us_0231_0020,female_25_us_0231,rake,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0020/motion_seq.npz
female_25_us_0231_0021,female_25_us_0231,hop,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0021/motion_seq.npz
female_25_us_0231_0022,female_25_us_0231,get injured,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0022/motion_seq.npz
female_25_us_0231_0023,female_25_us_0231,relax,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0023/motion_seq.npz
female_25_us_0231_0024,female_25_us_0231,scratch,C:/bedlam/animations/gendered_ground_truth/female_25_us_0231/moving_body_para/0024/motion_seq.npz
female_25_us_1213_0000,female_25_us_1213,play,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0000/motion_seq.npz
female_25_us_1213_0001,female_25_us_1213,hit,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0001/motion_seq.npz
female_25_us_1213_0002,female_25_us_1213,flip,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0002/motion_seq.npz
female_25_us_1213_0003,female_25_us_1213,sports moves,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0003/motion_seq.npz
female_25_us_1213_0004,female_25_us_1213,play catch,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0004/motion_seq.npz
female_25_us_1213_0005,female_25_us_1213,rolls on ground,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0005/motion_seq.npz
female_25_us_1213_0006,female_25_us_1213,perform,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0006/motion_seq.npz
female_25_us_1213_0007,female_25_us_1213,waist movements,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0007/motion_seq.npz
female_25_us_1213_0008,female_25_us_1213,spin,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0008/motion_seq.npz
female_25_us_1213_0009,female_25_us_1213,walk,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0009/motion_seq.npz
female_25_us_1213_0010,female_25_us_1213,walk,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0010/motion_seq.npz
female_25_us_1213_0011,female_25_us_1213,rub,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0011/motion_seq.npz
female_25_us_1213_0012,female_25_us_1213,hit,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0012/motion_seq.npz
female_25_us_1213_0013,female_25_us_1213,kick,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0013/motion_seq.npz
female_25_us_1213_0014,female_25_us_1213,squat,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0014/motion_seq.npz
female_25_us_1213_0015,female_25_us_1213,interact with / use object,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0015/motion_seq.npz
female_25_us_1213_0016,female_25_us_1213,mime,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0016/motion_seq.npz
female_25_us_1213_0017,female_25_us_1213,squat,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0017/motion_seq.npz
female_25_us_1213_0018,female_25_us_1213,backwards movement,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0018/motion_seq.npz
female_25_us_1213_0019,female_25_us_1213,leave,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0019/motion_seq.npz
female_25_us_1213_0020,female_25_us_1213,style hair,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0020/motion_seq.npz
female_25_us_1213_0021,female_25_us_1213,jump,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0021/motion_seq.npz
female_25_us_1213_0022,female_25_us_1213,run,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0022/motion_seq.npz
female_25_us_1213_0023,female_25_us_1213,perform,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0023/motion_seq.npz
female_25_us_1213_0024,female_25_us_1213,lie,C:/bedlam/animations/gendered_ground_truth/female_25_us_1213/moving_body_para/0024/motion_seq.npz
female_25_us_1591_0000,female_25_us_1591,wobble,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0000/motion_seq.npz
female_25_us_1591_0001,female_25_us_1591,kick,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0001/motion_seq.npz
female_25_us_1591_0002,female_25_us_1591,yawn,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0002/motion_seq.npz
female_25_us_1591_0003,female_25_us_1591,search,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0003/motion_seq.npz
female_25_us_1591_0004,female_25_us_1591,telephone call,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0004/motion_seq.npz
female_25_us_1591_0005,female_25_us_1591,run,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0005/motion_seq.npz
female_25_us_1591_0006,female_25_us_1591,stumble,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0006/motion_seq.npz
female_25_us_1591_0007,female_25_us_1591,jump,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0007/motion_seq.npz
female_25_us_1591_0008,female_25_us_1591,jumping jacks,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0008/motion_seq.npz
female_25_us_1591_0009,female_25_us_1591,shoulder movements,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0009/motion_seq.npz
female_25_us_1591_0010,female_25_us_1591,kneel,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0010/motion_seq.npz
female_25_us_1591_0011,female_25_us_1591,dance,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0011/motion_seq.npz
female_25_us_1591_0012,female_25_us_1591,spread,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0012/motion_seq.npz
female_25_us_1591_0013,female_25_us_1591,bend,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0013/motion_seq.npz
female_25_us_1591_0014,female_25_us_1591,stretch,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0014/motion_seq.npz
female_25_us_1591_0015,female_25_us_1591,jumping jacks,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0015/motion_seq.npz
female_25_us_1591_0016,female_25_us_1591,kick,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0016/motion_seq.npz
female_25_us_1591_0017,female_25_us_1591,dance,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0017/motion_seq.npz
female_25_us_1591_0018,female_25_us_1591,play instrument,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0018/motion_seq.npz
female_25_us_1591_0019,female_25_us_1591,trip,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0019/motion_seq.npz
female_25_us_1591_0020,female_25_us_1591,turn,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0020/motion_seq.npz
female_25_us_1591_0021,female_25_us_1591,lean,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0021/motion_seq.npz
female_25_us_1591_0022,female_25_us_1591,kick,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0022/motion_seq.npz
female_25_us_1591_0023,female_25_us_1591,throw,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0023/motion_seq.npz
female_25_us_1591_0024,female_25_us_1591,take/pick something up,C:/bedlam/animations/gendered_ground_truth/female_25_us_1591/moving_body_para/0024/motion_seq.npz
female_25_us_2559_0000,female_25_us_2559,walk,C:/bedlam/animations/gendered_ground_truth/female_25_us_2559/moving_body_para/0000/motion_seq.npz
female_25_us_2559_0001,female_25_us_2559,stretch,C:/bedlam/animations/gendered_ground_truth/female_25_us_2559/moving_body_para/0001/motion_seq.npz
female_25_us_2559_0002,female_25_us_2559,crouch,C:/bedlam/animations/gendered_ground_truth/female_25_us_2559/moving_body_para/0002/motion_seq.npz
female_25_us_2559_0003,female_25_us_2559,flail arms,C:/bedlam/animations/gendered_ground_truth/female_25_us_2559/moving_body_para/0003/motion_seq.npz
female_25_us_2559_0004,female_25_us_2559,animal behavior,C:/bedlam/animations/gendered_ground_truth/female_25_us_2559/moving_body_para/0004/motion_seq.npz
female_25_us_2559_0005,female_25_us_2559,yoga,C:/bedlam/animations/gendered_ground_truth/female_25_us_2559/moving_body_para/0005/motion_seq.npz
female_25_us_2559_0006,female_25_us_2559,communicate (vocalize),C:/bedlam/animations/gendered_ground_truth/female_25_us_2559/moving_body_para/0006/motion_seq.npz
female_25_us_2559_0007,female_25_us_2559,arm movements,C:/bedlam/animations/gendered_ground_truth/female_25_us_2559/moving_body_para/0007/motion_seq.npz
female_25_us_2559_0008,female_25_us_2559,actions with ball,C:/bedlam/animations/gendered_ground_truth/female_25_us_2559/moving_body_para/0008/motion_seq.npz
female_25_us_2559_0009,female_25_us_2559,lean,C:/bedlam/animations/gendered_ground_truth/female_25_us_2559/moving_body_para/0009/motion_seq.npz
female_25_us_2559_0010,female_25_us_2559,punch,C:/bedlam/animations/gendered_ground_truth/female_25_us_2559/moving_body_para/0010/motion_seq.npz
